"","Factor 1","Factor 2","Factor 3","Factor 4"
"VAV1",-2.46001786763372e-06,2.45123155764304e-05,4.16643342759926e-06,9.72200837168202e-07
"ATR",1.58305203967757e-06,-7.72083353695052e-07,3.36713060278271e-06,4.53566235592007e-06
"F13A1",4.42266309619299e-06,-1.0727671906352e-05,-7.80713946824108e-07,-6.61479134578258e-06
"GRM3",-2.01938728423556e-05,-3.69093759218231e-05,8.22475385575672e-07,-2.4456821847707e-06
"PLXNA4",-5.45594548384543e-06,-2.15447994378337e-06,2.40355097957945e-06,4.30359068559483e-06
"XK",-4.63554385987663e-08,-8.90161481947871e-06,-3.43154943038826e-06,1.226239510288e-05
"UNC13C",-4.91695254822844e-06,-1.53105265781051e-05,5.42503266842687e-06,1.31499200506369e-06
"CD209",-2.99132807413116e-05,-1.61594816745492e-05,-7.43206328479573e-06,-1.32815074493919e-07
"KCNB2",2.56981911661569e-06,-5.52927303942852e-06,3.52719393958978e-06,-8.86869747773744e-06
"TPR",7.67433903092751e-06,-1.20653448902885e-05,-6.07505307925749e-06,-3.46891056324239e-06
"EP400",8.43968905428483e-07,-1.55126399477012e-05,-1.08567082861555e-05,-4.27779241363169e-06
"PRX",-9.32217335503083e-06,5.52747542315046e-06,1.14457702693471e-06,-2.42746364165214e-06
"CLEC14A",-1.69951113093703e-06,1.18888037832221e-05,-9.44135081226705e-06,8.11054178484483e-06
"SEZ6L2",5.63386447538505e-06,2.68498806690332e-05,-1.83251067937817e-05,7.38445896786288e-06
"SMCHD1",3.6328428905108e-06,1.10229393612826e-05,-1.59714109031484e-05,3.09956681121548e-06
"ZBTB20",1.31934884848306e-05,6.43082094029523e-05,-2.27898326556897e-05,-4.00750059270649e-06
"GPR112",1.30032515244238e-06,6.56326164971688e-06,-1.01245686892071e-05,8.05725085228914e-06
"SLC1A6",-2.28608387260465e-05,2.19777157326462e-05,-1.27688890643185e-05,2.05937772079778e-06
"KIF13A",1.8091026277034e-06,1.57056706484582e-06,-3.58984323156619e-07,4.21146160078933e-06
"ANKRD36",3.9445197108634e-10,-6.433639732073e-10,7.74280140003469e-10,-1.62041102758081e-10
"TBC1D9",1.00312604445207e-06,-2.41477719100658e-05,1.57683280122001e-05,6.9454745244002e-07
"MAP3K1",2.10180473914079e-06,-6.42328086541966e-06,2.6455556962901e-06,4.31763601227431e-06
"MAGEC2",3.37371420755517e-06,-7.64361539040692e-06,1.12188808998326e-06,7.30203828425147e-06
"KLF17",3.9445197108634e-10,-6.433639732073e-10,7.74280140003469e-10,-1.62041102758081e-10
"CD44",5.22341588293784e-06,1.43757461046334e-05,-5.68031873626751e-06,1.4149152320897e-06
"SLC22A9",-6.6845204855781e-06,-8.09013454272645e-06,-5.00156829730258e-06,3.64082711712399e-06
"STAB2",-6.67100721329916e-06,-1.18920970635372e-05,1.84739310498117e-05,3.17852004627639e-06
"ITPR3",4.8219276322925e-06,-1.41013679240132e-05,4.26097358285915e-06,1.98854922928149e-06
"ANKRD30A",8.56116730574286e-06,2.01428338186815e-05,-1.73440457729157e-06,-8.4292496467242e-06
"DNAH3",-1.04634700619499e-05,-2.90179991679906e-06,-1.28832753034658e-05,-7.14190605322074e-07
"LCT",-1.16862656796002e-05,-3.21303195960354e-06,-2.45550995714439e-06,-6.994105206104e-06
"COBLL1",-2.49241156780045e-06,-7.51021116229822e-06,-1.01831383290119e-05,1.77522835542732e-07
"DRD5",-8.07658307167003e-06,-1.52660195453791e-05,1.1203891290279e-06,-1.27922987758211e-06
"MET",-2.22486710299563e-06,7.1842163151814e-07,1.5688387065893e-05,-1.365125740449e-06
"TAF1",2.80610350955612e-07,9.45176998357056e-06,1.13287023850717e-05,-1.60208253419114e-06
"GRIA3",6.3173711168929e-06,1.06982979559689e-05,-1.46127163702658e-07,1.33140974867274e-05
"LRRC55",-2.70841610472417e-06,-1.76846369868144e-05,-3.23262929668999e-06,4.80000039715378e-07
"RPL13AP20",-2.03645977308042e-05,-4.02964433305897e-05,-1.37559727590997e-05,-5.93441927776439e-06
"WASH3P",-4.14897767768707e-05,-3.53108880517539e-05,-7.55944392949459e-06,-1.01239902505768e-05
"POTEC",-1.11096233013086e-05,-2.74699214060092e-05,-1.60067902470473e-05,-8.34135244076606e-06
"NWD1",-7.50896106183063e-06,-3.27280649798922e-05,-9.57315569394268e-06,1.21218840831716e-06
"MEGF8",-7.74464479036396e-06,-3.44426771334838e-05,-1.12126044768956e-05,-2.48874926001008e-06
"ANO2",5.31287560079363e-06,2.65570961346384e-05,4.81918823425076e-06,5.09654046254582e-06
"KCNH5",-3.2581797313469e-06,1.45596623042366e-05,-1.16003839139012e-05,8.10371147963451e-06
"IGF1R",-3.31150272359082e-06,-7.53145468479488e-06,6.51525442663115e-06,1.50183302594087e-06
"KRTAP10.12",4.85039117847919e-06,1.07099858723814e-05,-4.48371838501771e-06,3.61019800720896e-07
"STXBP5L",-1.57021295308368e-05,-9.6521653176751e-06,-5.27738166056224e-06,9.04814714886015e-06
"RGAG1",-3.40952828992158e-06,1.58008897415129e-05,2.18525292439153e-06,6.90667002345435e-06
"GLI1",-4.57038913737051e-06,-1.36717444547685e-05,4.02352179662557e-06,1.73386899859906e-06
"MATK",4.76863442600006e-06,-1.41939176501182e-06,5.58609144718503e-06,-5.58308965992182e-06
"MYO1B",-5.4296165217238e-06,-6.10223696639878e-06,-3.48565208696527e-06,4.77282719657524e-06
"GPRC6A",-4.0275344872498e-06,-7.20296748113469e-06,2.27778605221829e-06,9.20888396649389e-06
"UBR4",-1.08543836176977e-05,-1.41092456829028e-07,-9.39364099394879e-07,1.20086622246163e-06
"C1orf173",3.73465286429564e-06,8.15452403912786e-06,-9.51077709032688e-06,-3.93486925531761e-06
"LRRK1",5.05316904764186e-07,1.2136824807385e-05,-1.4192642083799e-05,-5.21848448897799e-07
"SPEG",-4.26318274548976e-06,1.19342121251975e-05,2.29358556680381e-06,-3.09054280478449e-06
"AKAP9",-1.24577982205665e-05,4.23511437475099e-07,-1.35714424231992e-06,-1.28832812151813e-06
"CNTNAP2",-7.96497624833137e-06,-2.64621085079852e-05,-1.00871629911126e-05,1.29809777718037e-05
"DLC1",-6.3150905589282e-06,-2.41116231336491e-05,-5.56272561880178e-06,-2.5187662231474e-06
"FAM47C",3.9445197108634e-10,-6.433639732073e-10,7.74280140003469e-10,-1.62041102758081e-10
"NBPF9",-5.66718836125801e-06,-1.33750963868806e-05,-6.11060659139184e-06,-3.7205368244031e-06
"NLRP1",-4.9103909987025e-06,-8.79626713867765e-06,1.78572463482851e-05,-4.94477808388183e-06
"ZNF804A",1.82433143436356e-06,9.45993065215589e-07,2.35698053074884e-06,-2.86702379526105e-06
"UGT2B4",1.43992360790435e-06,-1.39025369207957e-05,6.37414768789313e-06,3.85757812182419e-06
"MSR1",-5.23443713973393e-06,-1.92575635082903e-06,-1.03023626252252e-06,4.41565680375788e-06
"TAF1L",-2.278469310113e-06,3.34984179062303e-06,-1.04307619039901e-05,4.1721987145138e-06
"TRPM3",-6.45562113277265e-06,-1.3299597412697e-05,3.78748632101633e-06,-3.03084766528627e-06
"SPTAN1",-1.93871869669238e-06,-5.08362518303329e-07,8.09001630841522e-06,-5.42687257620855e-06
"THOC2",-8.49072694109054e-06,-3.54390322172549e-05,1.76208686752943e-06,5.5785112635931e-06
"ZBTB39",-8.21835726583231e-07,2.0146058886894e-05,-1.20198192234966e-05,7.58941587264417e-06
"ARFGEF2",1.55498560161504e-06,-1.48281951624085e-05,-1.58389484568033e-05,4.0122226891981e-06
"VCAN",-1.97283861780306e-06,-5.74569355649146e-07,-2.85011378764466e-06,-2.17197839447181e-06
"SAMD9",-5.51481616639649e-06,1.47831106005469e-05,3.88920261684689e-06,4.56144698546268e-06
"OR5W2",3.9445197108634e-10,-6.433639732073e-10,7.74280140003469e-10,-1.62041102758081e-10
"PCDHB7",3.9445197108634e-10,-6.433639732073e-10,7.74280140003469e-10,-1.62041102758081e-10
"PRKDC",3.9935007407621e-06,5.57426255909377e-06,-7.05231713027388e-08,-6.56059364700923e-06
"TUBBP5",-5.8822015489568e-06,-1.25540236695088e-05,-8.84883320395602e-06,-4.16000784753123e-06
"STAG2",-7.89609475759789e-06,6.19694844772312e-07,-8.5409265011549e-06,-3.12906036015193e-06
"UTRN",8.06786010798533e-06,-3.2195266612689e-06,1.34393430926139e-05,-1.08508475022973e-05
"ZNF569",-4.65096672996879e-06,-8.82530548551586e-06,-4.13760562878451e-06,3.84369650419103e-06
"CHL1",-6.45446925773285e-06,-6.1253308558662e-06,-3.32114268530859e-06,4.37677772424649e-06
"KIAA1462",1.95649113265972e-06,-4.43204544353648e-06,9.2160735221114e-06,4.80190510643297e-06
"ITGB2",-5.95467554376228e-06,-1.32036348077236e-05,-3.34245987687609e-06,2.18945820051886e-06
"ATP8B4",-6.64254048388102e-06,-6.55313624520204e-06,-2.72242687060498e-05,-1.59681985678617e-05
"GRIA1",-1.34599968077964e-05,-2.31172834901372e-05,-1.09198108475539e-05,-4.01699526264565e-06
"TENM2",-2.75639445135312e-06,3.19029168167617e-05,-1.64392859005602e-05,-1.07885198303848e-05
"FAM47B",-1.38018576762988e-05,-3.81212089450855e-06,4.58214299214887e-06,1.89326001418522e-05
"MAGEB16",-1.57497797772521e-05,-3.49368156093988e-06,-6.472012046288e-06,-1.0477687283128e-05
"PPEF2",-1.74710457940819e-05,-2.3301054170588e-05,-1.13963988042087e-05,-1.10359051177511e-05
"SLC26A3",-9.24398773349822e-06,-2.10182006412651e-05,-4.49349045084091e-06,-1.02476524261874e-05
"MUM1L1",-4.2130832298426e-06,2.17509705180419e-06,-2.03326931114134e-06,5.17406817834853e-07
"WSCD2",-1.19425894808955e-05,-1.38988034450449e-05,-2.01396542252041e-05,5.91650132264476e-06
"SRRM2",5.31993646291085e-06,1.29716254377854e-05,-2.73376372206258e-06,8.11707650427707e-06
"TRPM2",-1.99727437575348e-05,-2.36651794693898e-05,-1.48538756548078e-05,3.64740344593883e-06
"HECW1",-5.99274790147319e-06,4.507543053478e-06,-2.17223896470387e-06,3.84896929972456e-06
"RIMS2",-1.21099837997463e-05,-5.85214138482115e-06,-6.13016527495347e-06,-4.49712018735227e-08
"POF1B",-1.18198240670608e-05,3.36966222675983e-05,-1.75904697243823e-05,-7.28221039025811e-06
"ALMS1",1.2314150126258e-06,2.58112831943436e-05,-2.82838016119058e-07,-8.80348216014681e-06
"ZFHX4",-1.23000324947498e-06,-5.66168091609143e-06,3.14514772981056e-06,-2.11550127460214e-06
"OR8J3",-3.04587661048572e-06,2.1571620436589e-06,2.31816329687717e-06,1.35023844904936e-06
"SACS",-1.86448814929463e-05,-2.54184269579127e-05,1.22312267194502e-05,6.50218635200872e-06
"EVPL",-2.62122966887546e-06,-4.47139109382988e-06,-6.72016767566674e-06,9.08033428004273e-07
"COL29A1",-5.66718836125801e-06,-1.33750963868806e-05,-6.11060659139184e-06,-3.7205368244031e-06
"UGT2B10",-1.12157595140161e-05,1.24539737953455e-05,4.0514664760849e-06,-6.43447947368259e-06
"PCDHA8",3.9445197108634e-10,-6.433639732073e-10,7.74280140003469e-10,-1.62041102758081e-10
"EEF1A1",-2.41850966631318e-06,-1.42665003295406e-05,2.96345746164661e-07,1.02778119526192e-06
"SYNE2",7.64736341807293e-06,-9.17271609068848e-06,1.46103448059876e-05,-1.69720090070768e-06
"OR4N2",-7.95308551460039e-06,2.75141474048723e-07,-6.7092969402438e-06,-2.67954510491109e-06
"PLCB2",1.82172834684025e-06,-2.5693625502754e-06,-5.19067327786615e-07,1.03052025224315e-06
"SLC27A2",-6.58182989354827e-06,-8.58635939948726e-06,2.55854911301867e-06,2.08538540391601e-06
"IL4R",-1.15572875074577e-05,-3.29192425851943e-06,-8.59370538819348e-06,5.77228956899489e-06
"IL18RAP",-4.85828195451177e-06,9.10352412120119e-07,-1.13150272227358e-05,3.72296790374094e-06
"DDX11L2",3.9445197108634e-10,-6.433639732073e-10,7.74280140003469e-10,-1.62041102758081e-10
"ZFP42",-2.15850341191981e-05,-1.63134427566547e-05,-3.63114077117643e-06,1.03105285234051e-05
"TIAM2",-1.66886457009241e-05,-1.31445058286772e-05,-1.38381410579314e-05,3.91931325793848e-06
"OR5I1",-3.19618425237422e-06,-2.72102602139057e-06,-1.35484896190974e-07,5.35919468802604e-07
"OR2M3",-4.32650807624668e-07,-5.24911365573644e-06,-9.28263034438714e-07,-3.13904365611961e-06
"SVIL",-7.25251311450847e-06,1.07671701243817e-06,2.44007378569222e-06,5.47273748452426e-06
"SLC22A10",-1.324152253801e-05,-1.03600477814325e-05,1.17426270662691e-06,7.31424279365456e-07
"TDRD9",-4.26318274548976e-06,1.19342121251975e-05,2.29358556680381e-06,-3.09054280478449e-06
"KIF2B",3.72281448335343e-07,-4.25002690462861e-05,3.58389957000327e-06,8.43513225845527e-06
"ZNF844",3.9445197108634e-10,-6.433639732073e-10,7.74280140003469e-10,-1.62041102758081e-10
"NLRP12",3.61653178515553e-06,-5.28247392139747e-06,7.38295227620256e-07,-3.2635000479786e-06
"PCDH7",-1.01200694189174e-05,-1.7864047549665e-05,-3.84370468964335e-06,5.25366795045557e-06
"DOCK2",9.10440974166704e-07,6.92252228873258e-07,2.32465731642151e-06,-2.94201754513779e-06
"CTTNBP2",-1.49213528857217e-05,-3.0368482839549e-05,-1.25008036775398e-05,5.25878840562655e-06
"FLNC",-1.59659939527046e-05,2.7419535399531e-05,5.62027298656176e-06,5.60820853934274e-06
"ALB",5.09216079080943e-06,3.82669577447814e-06,-1.8299699149793e-05,-4.93477318741498e-06
"ADAM28",-1.52357188198948e-05,-2.1074250980746e-05,-1.64968823810341e-05,-7.31075124349445e-06
"PASD1",-3.53147743226145e-06,-2.47239609052485e-06,-9.62838112172903e-06,4.78883521282114e-06
"KLHL13",7.72559360484593e-07,-3.25538076140219e-06,9.18171554076253e-06,4.76524110126775e-06
"CACNA1B",-4.17995397583582e-06,-1.10046221379889e-05,5.9292942751199e-06,-5.8360847106087e-06
"GRIP1",-5.9099038480781e-06,-2.74717876891373e-06,-4.10161055697245e-06,-3.78561844627257e-06
"TYK2",-8.67662765813293e-06,-1.22516285046004e-05,-1.35240566123684e-06,1.37582321713126e-06
"MECOM",-2.80952463072026e-05,-1.25507012853632e-05,-3.57066483047674e-06,-2.66522079073184e-06
"NIPBL",7.42970405553933e-06,-1.13585056169541e-05,-4.91500723001081e-05,-1.28552428577677e-05
"ACE",-1.06075694930041e-05,-6.99006648119394e-08,-4.2506344470894e-06,-7.04386320649064e-06
"COL6A2",3.9445197108634e-10,-6.433639732073e-10,7.74280140003469e-10,-1.62041102758081e-10
"PCDHGB4",-2.77984918284346e-06,8.41462224343559e-06,-1.35739958295744e-06,6.43799103272613e-06
"NOTCH2",9.85463771030481e-07,-1.09399097709684e-05,5.8131008700002e-06,-5.21993752045091e-06
"MYO18A",-2.1926234694547e-06,-4.54451856057858e-06,1.06192046587239e-05,-9.5500272436766e-06
"TSC2",-3.12186762130295e-06,-2.32380680245114e-05,1.4098090105108e-05,4.10461780120386e-06
"PCDHGA1",-1.54818408191204e-05,4.71693829240394e-06,-4.35741822002456e-06,1.29122736325371e-06
"CEP350",3.9445197108634e-10,-6.433639732073e-10,7.74280140003469e-10,-1.62041102758081e-10
"FILIP1",2.9628902211698e-06,-6.76074569128104e-06,1.22173469208064e-06,-3.28956889461551e-06
"RELN",-7.60826515033841e-06,-2.09223398996983e-05,-2.37837994063739e-05,-1.18260977615137e-05
"COL22A1",-1.55989418999525e-05,-1.94020503840875e-06,-1.29684312923928e-05,-1.49128072735039e-05
"PTPRH",-7.35860703571234e-06,-5.65768459637184e-06,-7.63548996474128e-06,6.49083460757538e-07
"PDE1C",-3.93460140912794e-06,-4.54702285423991e-06,1.43792999551806e-06,5.20175206020212e-07
"PTPRZ1",-9.48164324654499e-06,-1.7780937923817e-05,4.27255781687563e-06,6.42026861896738e-06
"RGS3",-3.28668056681636e-06,-3.56785926669545e-06,5.13236727783806e-07,1.68413976098236e-06
"PSG1",-4.65863240606268e-06,-9.30100850382587e-06,1.914150925586e-05,2.32022193813464e-06
"FLNA",-9.79725973593304e-06,2.16700959754235e-06,3.19645823765313e-06,1.10282808236661e-05
"ANO9",-1.53534147102619e-05,1.78985283127986e-05,-6.10768822184582e-08,9.2127411335241e-06
"GRIN2B",7.43954342397046e-06,-3.67410393664613e-06,-1.25924789244891e-05,-8.21311732579488e-06
"SLITRK6",-1.06785682874033e-06,1.63672830240102e-05,-1.69237973750569e-05,-8.66559184942162e-06
"LAMB4",1.49440836594295e-06,5.30609986526542e-06,4.33546262001983e-07,-2.40044437305187e-06
"PLAC1L",2.26903262046108e-06,-8.93646472377441e-07,1.11844901766744e-05,2.23250731323787e-06
"FLT1",-6.10377401244477e-06,1.66422398706345e-06,3.81271902938352e-08,-3.50911886926042e-06
"SLC6A10P",-6.10377401244477e-06,1.66422398706345e-06,3.81271902938352e-08,-3.50911886926042e-06
"DCC",1.86936517820868e-06,-2.35077841352904e-05,-1.7709953681333e-05,-3.29906652041245e-06
"KIF16B",-2.73352316071396e-06,-3.55805696017342e-06,-2.11856913665542e-05,-2.98543739063462e-07
"ESPNP",-1.28791261886363e-05,-1.1927117157029e-05,-5.92791457165731e-06,-7.27342421669164e-06
"ZNF208",6.70889085085946e-06,1.54745048348559e-05,-2.23407041630708e-05,7.22127151675522e-06
"UMODL1",3.9445197108634e-10,-6.433639732073e-10,7.74280140003469e-10,-1.62041102758081e-10
"ZNF99",-1.84424982307974e-06,-6.67452513880562e-06,-2.87655757347238e-06,-6.79734057484893e-06
"TRIML1",-1.68945880432148e-05,-3.79346420231741e-05,-1.62113519763807e-05,3.66259678230563e-06
"FAM47A",1.23404248597581e-07,-9.88500869425479e-06,9.71889494394418e-06,-5.03221644976293e-06
"IGFN1",-1.84810687642312e-05,-3.78086201635597e-06,3.40693304679007e-06,-9.63500951911556e-06
"ADCY1",-9.83775589702418e-06,-3.12080919684377e-05,1.28098133700405e-06,-3.83828410122078e-06
"VPS13C",1.10571654658997e-05,4.51951109425863e-06,4.58203794551082e-06,8.15552357380511e-06
"SPEN",-4.26318274548976e-06,1.19342121251975e-05,2.29358556680381e-06,-3.09054280478449e-06
"PKD1L2",-1.91853869182523e-05,-1.81588802661281e-05,-3.4330694234086e-06,1.37673341669142e-05
"DNAH1",-2.72491524810903e-06,-3.94524477087543e-07,-5.36169500264805e-06,-7.55207702241023e-06
"MAN2B1",-9.61908699537162e-06,-2.06880577025004e-05,-2.13319290196523e-05,3.09580150315014e-06
"AADACL4",2.95333120448049e-06,6.91731793267536e-06,-8.94335516932188e-06,-3.70546445083164e-06
"ACSM4",-6.19846423433046e-06,-1.20778204291128e-05,-3.23548033520638e-06,4.30118552685599e-06
"KRTAP4.9",3.9445197108634e-10,-6.433639732073e-10,7.74280140003469e-10,-1.62041102758081e-10
"C3orf67",3.9445197108634e-10,-6.433639732073e-10,7.74280140003469e-10,-1.62041102758081e-10
"ANO5",5.09216079080943e-06,3.82669577447814e-06,-1.8299699149793e-05,-4.93477318741498e-06
"ZNF91",6.27838699074346e-06,1.12568377517164e-05,-2.11197075259406e-05,-8.05607555776078e-07
"NLRP11",-4.3017826101277e-06,-2.21816230805416e-06,4.48610580860986e-06,5.33595709839574e-07
"ARID4B",4.67440713691758e-06,2.06769018404884e-05,-6.72787518851692e-06,-7.16022441338282e-06
"LILRB1",-5.66718836125801e-06,-1.33750963868806e-05,-6.11060659139184e-06,-3.7205368244031e-06
"NLRP7",-1.62666526648536e-06,1.36884036692209e-05,-9.95132450043457e-06,-3.38721974912914e-07
"SLC5A7",-5.6285030041181e-06,-1.47834543895442e-05,-8.80205516295973e-06,3.66075823876599e-06
"CNTNAP5",-6.391856004484e-06,-9.60026591201313e-06,-1.51738117892819e-06,-3.52635743183782e-06
"CALN1",-2.0781933926628e-05,-1.75708701135591e-05,-1.25494980238727e-05,1.44638170240796e-06
"MGAM",-1.70351086126175e-05,5.01764588989317e-06,1.86663055501413e-06,-1.1822713759102e-06
"IL1RAPL2",-1.3142929674359e-05,-9.75694729277166e-06,1.54102821170454e-07,1.15211196316523e-06
"COL4A5",5.98763278958359e-07,-9.45765714277513e-06,-2.26086358452449e-05,4.09421363656293e-06
"DMBT1",-8.88422437128611e-06,-3.44131112797186e-05,-3.595585212679e-06,8.11808422440663e-06
"RNF168",-2.63499691754987e-06,-1.09322436401271e-05,-1.44884952533175e-05,4.94144023832632e-06
"ABCB4",-1.00002607723582e-05,-1.41218661156017e-05,-1.95399525182438e-06,4.96453685627785e-06
"OR13C5",-1.2128069101891e-05,-8.87225814949488e-06,-1.53341752593406e-05,-6.37818743598473e-07
"NRK",-3.54837902705185e-06,-1.08505455500563e-05,-1.21935891002067e-05,7.16463591743377e-06
"ANO1",-4.33971490565455e-06,-9.20344518817728e-06,9.02079500519903e-06,8.73238877829863e-06
"MTUS2",7.80208665673854e-06,2.46961803895829e-06,-1.40348365675891e-05,-1.72102033957344e-06
"KRT20",-6.74930379318539e-06,-7.52616779209347e-06,2.28834487643326e-05,-1.08768463178421e-05
"RAG1",3.9445197108634e-10,-6.433639732073e-10,7.74280140003469e-10,-1.62041102758081e-10
"OR5A1",3.01574937111582e-06,1.47244445543038e-05,-3.83692349714693e-06,-7.30924102754216e-06
"PCSK6",-1.48741219163639e-05,-2.60259075730573e-05,-3.08739472529851e-05,-2.86858551135083e-07
"ATF7IP2",-8.60816453496227e-06,-3.77467495127348e-06,2.47414254772593e-06,-8.93964534043334e-06
"ITGAX",-1.81890993644629e-06,-2.75997645076131e-05,-2.1357516743592e-05,-3.05159119307064e-06
"ZNF845",-2.01068633032264e-06,7.37765731173567e-06,2.25819826482621e-06,-5.54405323782703e-06
"RGPD4",1.52664210872899e-06,-2.14529882214265e-06,8.18525586510077e-06,4.40818166680401e-06
"DIAPH2",5.11452844875748e-06,-9.86069380815024e-07,1.06791812868323e-05,-5.63303683520644e-06
"EPHA10",-2.2017261471774e-06,-6.78794731356902e-06,4.53538490319261e-07,8.1752168625826e-06
"EPHB6",-5.99274790147319e-06,4.507543053478e-06,-2.17223896470387e-06,3.84896929972456e-06
"STK31",4.47576576334541e-06,-8.21324465505313e-06,-1.95039342543168e-06,-3.14631961373379e-06
"COL24A1",2.76358633755081e-07,1.36053131427616e-05,5.93445247432101e-06,4.581360371958e-06
"MLL4",-5.985592451907e-06,-8.09317953098798e-06,8.19204526436579e-09,4.38651341028162e-06
"MLL2",-6.24387894276879e-06,-3.24075995195017e-06,-7.53827862354228e-06,3.82161124434788e-06
"HCN1",-1.59486990014557e-05,-3.34789292537607e-05,6.04472404575063e-07,1.64162258897704e-06
"AIM1",2.83539111478603e-06,-8.20275090518408e-06,1.42128646984929e-06,-3.13803457174799e-06
"TRY6",3.9445197108634e-10,-6.433639732073e-10,7.74280140003469e-10,-1.62041102758081e-10
"CMYA5",-4.54341397926328e-06,-4.48595574198407e-06,-5.32162539457204e-06,-7.08877223587479e-06
"RB1CC1",-1.75036370819726e-06,-1.06702273114934e-05,-2.20730021283089e-06,-1.00151655715308e-05
"ATP10B",-1.86434972420102e-05,7.31561976863304e-06,9.58453529165126e-06,-9.10979997570394e-06
"CCDC108",-1.62538599397521e-05,-3.76791576854885e-05,5.3733656386612e-06,2.79065807262668e-06
"TMPRSS11F",-6.00201337874751e-06,-2.49598324444378e-05,5.28422845036403e-07,-5.31268824488507e-07
"TG",-2.39214787143283e-05,-4.82204304717015e-05,4.17103956351639e-06,-1.35967945880111e-06
"ZAN",-1.06592451629695e-05,-3.1808034691494e-05,1.62122205438209e-06,3.00749275083945e-06
"SRBD1",-4.756240741699e-06,1.61563712026691e-05,6.23693722445751e-06,3.2425216431875e-06
"AKAP6",7.47739977668971e-06,-9.63542879617307e-06,-1.33757484945818e-05,-7.48256888982723e-06
"CHD9",-8.80532127212064e-07,3.94029939343454e-06,8.00719590188237e-06,-5.87433623877587e-06
"SBF1",-1.2053913451382e-05,-2.08442779694451e-05,-3.24117331729212e-06,6.29156545528531e-07
"MAST4",-4.09940957979416e-06,-1.15438451757655e-05,-3.95537108488497e-06,5.65570189792197e-06
"PCDHB13",-5.88251896260772e-06,-4.38831239080173e-06,1.2941727618454e-06,4.21615914092399e-06
"MYOM2",-7.54057327867486e-06,1.65452529472532e-05,-1.79448106791824e-05,1.23014151540701e-05
"FAM135B",-1.18984071377781e-05,-1.43594970722916e-05,4.81365020732483e-07,1.01065495528019e-06
"CPS1",4.30694763053907e-06,-1.36492981255287e-05,-2.89728377538268e-05,-1.33474793528876e-06
"VPS13B",1.96496011994896e-06,9.71617919276468e-06,-1.25154510897119e-05,-3.1526574275631e-06
"RIMBP2",-1.33170224216883e-05,2.27284435823094e-05,7.24399069440551e-06,-5.52682422494399e-07
"WBSCR17",4.18860690842848e-06,-1.78606969711836e-05,-5.68316067983687e-07,2.46585659624543e-06
"ITGAM",-5.46074033991317e-06,-6.85030863678548e-06,-3.55914630745247e-06,3.85682506021112e-06
"SCN3A",3.21755328513973e-06,4.15033719036728e-06,-4.41363965819619e-07,-2.77597837339272e-06
"LGSN",6.78440392221091e-06,-7.0127807703102e-06,2.01407347049098e-05,-9.34916045025602e-07
"ODZ3",-1.11143463072949e-05,-2.57374722423265e-05,-1.06254692582297e-05,8.12669077276951e-06
"IMPG1",1.21258540275448e-06,1.17678000606247e-05,-3.16786986331863e-06,-3.71378496311081e-06
"CYP4F3",-4.46173635282321e-06,-1.92215566130471e-06,1.02076355688041e-05,1.36298217512376e-06
"SON",7.17251759851933e-06,5.53008158021839e-06,-1.8447843103786e-05,1.27710151787142e-07
"KIAA0020",4.78348465549061e-06,1.99522744992464e-07,-1.6734775272198e-05,2.56597263614822e-06
"EPHA8",-1.69161137364426e-06,-1.10342334664892e-05,-3.86274905395112e-07,8.71119482326321e-06
"PTPRM",-1.00370643849601e-05,-4.94613686896628e-06,3.83097403755528e-06,4.61024001197075e-06
"SSTR4",-1.72439786183531e-06,-5.87430986342952e-06,1.51700296555646e-05,-8.3220260194139e-07
"UBE3C",-1.18751113404869e-05,3.54728797447024e-07,-1.43172183015849e-05,7.72092698753113e-06
"SPATA31D1",3.82145663024858e-06,2.58848394878441e-05,1.47158798426972e-05,-1.58120838023024e-05
"OR5D13",3.9445197108634e-10,-6.433639732073e-10,7.74280140003469e-10,-1.62041102758081e-10
"CACNA1H",2.72568240688997e-06,-4.68575626655365e-06,4.67997415398713e-06,-2.68580151896458e-06
"KRTAP4.7",-6.24959693595883e-06,-1.07437181213754e-05,3.08348421640403e-06,-3.14110434374015e-06
"RNF17",6.90906654199352e-06,9.21688297239598e-06,-5.39584561920492e-06,1.13384453470644e-06
"MYO7B",-1.16912569865235e-05,-1.5776323607497e-06,3.40720271196915e-06,1.56246358073986e-06
"MORC1",-3.22594064527948e-06,-5.56433451492921e-06,8.81775667949114e-06,9.37483400775818e-06
"PCDHB5",2.26258021029935e-06,1.47849377754028e-05,-4.81747383673792e-06,-3.55155225406634e-06
"SIM1",4.92223762194044e-06,6.8335411924636e-06,-4.71302610094426e-06,6.81896494825196e-07
"HSPG2",-7.99000281404005e-06,-2.09960235224571e-05,1.7943857528735e-06,1.07150071926299e-05
"CACNG3",-5.72399949305691e-06,1.79189228219911e-05,1.15766815724783e-05,-1.65106416716299e-06
"FRYL",5.93209961152752e-07,-8.970042472356e-06,5.65988557355013e-06,-3.06828906104784e-06
"LAMC3",1.58305203967757e-06,-7.72083353695052e-07,3.36713060278271e-06,4.53566235592007e-06
"OTOF",4.42201280748122e-06,3.7752583011752e-05,-1.09493194031529e-05,7.69848065829137e-06
"ARAP3",-4.25053804065101e-06,3.36947050527669e-05,1.7239137832803e-06,1.1431646953497e-06
